id;Date;HStart;HEnd;Summary;TD;Location;Description
1;2023-10-26:;08:00:00;10:00:00;Syst1;TP1;B8;::1ATP1:WEZLMICHAEL::(Updated:10/10/202318:36)
2;2023-10-25:;11:30:00;14:30:00;Elec1;TP4;B1bis;::1ATP4:CAPALLERAFLORENCE::(Updated:20/10/202317:03)
3;2023-09-26:;08:00:00;09:00:00;Init-Rés1;Cours;A5-A5bis;::1A:FREITASANTONIO::(Updated:07/07/202311:28)
4;2023-12-06:;12:30:00;14:30:00;RLAN1;TDB;C5;::1ATDB:FREITASANTONIO::(Updated:09/11/202316:02)
5;2024-01-22:;15:00:00;18:00:00;SAE13;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:14/12/202316:48)
6;2023-10-16:;11:30:00;13:30:00;Elec1;TDA;A5bis;::1ATDA:CAPALLERAFLORENCE::(Updated:05/10/202318:50)
7;2024-01-19:;07:00:00;09:00:00;Anglais1;TP1;B2;::1ATP1:BEIGNONDAGOSTINOLAURE::(Updated:19/12/202310:34)
8;2024-01-10:;09:00:00;11:00:00;Gest_projet;TDC;B7;::1ATDC:MAYETKARINE::(Updated:19/12/202315:39)
9;2023-10-25:;08:00:00;10:00:00;Archi-Sys1;Examen;SalleexamenMPC003;::1A:JACQUETJEAN-PAUL::(Updated:12/09/202311:44)
10;2024-01-11:;09:00:00;11:00:00;SAE14;TP2;B2;::1ATP2:BEIGNONDAGOSTINOLAURE::(Updated:27/11/202315:54)
11;2023-10-13:;08:00:00;10:00:00;Syst1;TP5;C5;::1ATP5:JACQUETFREDERIQUE::(Updated:25/09/202316:57)
12;2023-10-18:;11:30:00;13:30:00;SAE12;TDB;B3;::1ATDB:FREITASANTONIO::(Updated:05/10/202318:48)
13;2024-01-11:;12:30:00;14:30:00;Anglais1;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:11/12/202309:42)
14;2024-01-17:;12:00:00;15:00:00;RLAN1;TP2;C1bis;::1ATP2:FREITASANTONIO::(Updated:27/11/202315:27)
15;2023-10-02:;13:30:00;15:30:00;SAE11;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:25/09/202313:26)
16;2023-10-03:;08:00:00;10:00:00;Elec1;TDC;A6;::1ATDC:CAPALLERAFLORENCE::(Updated:25/09/202313:48)
17;2023-12-13:;12:30:00;14:30:00;Gest_projet;TDA;A5bis;::1ATDA:MAYETKARINE::(Updated:20/11/202310:17)
18;2023-09-18:;11:30:00;13:30:00;Telecom1;TDB;A8;::1ATDB:CAPALLERAFLORENCE::(Updated:15/09/202318:34)
19;2023-09-28:;13:30:00;15:30:00;SAE12;TP4;C1bis;::1ATP4:DELOSHUGO::(Updated:25/09/202313:23)
20;2023-10-04:;08:00:00;10:00:00;SAE11;TDC;B6;::1ATDC:GIRAUDNADINE::(Updated:25/09/202313:27)
21;2024-01-08:;14:30:00;16:30:00;SAE12;TDB-PT;B3,C1bis;::1ATDB::(Updated:19/12/202311:52)
22;2023-12-13:;09:00:00;11:00:00;RLAN1;TDC;C7;::1ATDC:HERNANDEZSEBASTIEN::(Updated:08/12/202312:44)
23;2023-09-12:;07:00:00;08:00:00;Math-Signal1;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:10/07/202312:45)
24;2023-09-20:;08:00:00;10:00:00;Syst1;TDC;B3;::1ATDC:JACQUETFREDERIQUE::(Updated:08/09/202317:15)
25;2023-10-20:;11:00:00;14:00:00;Init-Rés1;TP2;C1bis;::1ATP2:HERNANDEZSEBASTIEN::(Updated:06/10/202316:43)
26;2023-11-16:;07:00:00;09:00:00;Syst1;TP3;C5;::1ATP3:JACQUETFREDERIQUE::(Updated:24/10/202313:50)
27;2023-12-19:;12:00:00;15:00:00;Archi-Rés1;TP2;C1bis;::1ATP2:HERNANDEZSEBASTIEN::(Updated:05/12/202311:40)
28;2023-09-26:;11:30:00;13:30:00;Syst1;TDC;C5;::1ATDC:JACQUETFREDERIQUE::(Updated:18/09/202313:50)
29;2024-02-01:;07:00:00;09:00:00;Anglais2;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:09/01/202409:59)
30;2023-12-21:;08:00:00;11:00:00;SAE13;TP3;C1;::1ATP3:CAPALLERAFLORENCE::(Updated:09/11/202317:01)
31;2023-09-13:;08:00:00;10:00:00;Prog1;TDA;B3;::1ATDA:SIGURETARNAUD::(Updated:10/07/202312:48)
32;2023-11-22:;15:00:00;17:00:00;Web1;TDB;B3;::1ATDB:HABACHIOUSSAMA::(Updated:13/11/202317:35)
33;2024-01-17:;07:30:00;08:30:00;Anglais1;Examen;SalleexamenMPC003;::1A:BEIGNONDAGOSTINOLAURE::(Updated:27/11/202315:55)
34;2023-11-17:;07:00:00;09:00:00;Archi-Rés1;TDA;B3;::1ATDA:HERNANDEZSEBASTIEN::(Updated:16/11/202312:44)
35;2023-11-17:;07:00:00;10:00:00;Init-Rés1;TP4;C1bis;::1ATP4:FREITASANTONIO::(Updated:14/11/202309:58)
36;2023-09-21:;08:00:00;10:00:00;Com1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:07/07/202313:38)
37;2023-10-19:;06:00:00;07:00:00;SAE11;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:17/10/202310:35)
38;2023-12-22:;09:00:00;11:00:00;Math-Trans1;TDA;A6;::1ATDA:COURSIMAULTDAVID::(Updated:09/11/202317:06)
39;2023-10-10:;08:00:00;10:00:00;Prog1;TP2;B8;::1ATP2:ZAYENEMARIEM::(Updated:03/10/202317:54)
40;2023-11-17:;12:00:00;14:00:00;Math-Trans1;TDB;A5;::1ATDB:BENGANAFAYCAL::(Updated:25/10/202311:37)
41;2024-01-24:;07:00:00;09:00:00;Web1;TDC;B8;::1ATDC:ZAYENEMARIEM::(Updated:27/11/202315:08)
42;2023-11-15:;12:00:00;15:00:00;Elec1;TP1;C1;::1ATP1:CAPALLERAFLORENCE::(Updated:24/10/202313:43)
43;2023-12-07:;09:00:00;11:00:00;SAE14;TDB;B3;::1ATDB:HABACHIOUSSAMA::(Updated:09/11/202312:44)
44;2023-12-12:;07:00:00;09:00:00;SAE14;TDC-PT;C5,B4;::1ATDC::(Updated:01/12/202310:02)
45;2023-10-05:;06:00:00;08:00:00;SAE11;TDC-PT;B4,B8;::1ATDC::(Updated:25/09/202313:54)
46;2023-10-10:;14:00:00;16:00:00;Anglais1;TDC;LabomultimédiaA105,B2;::1ATDC:BEIGNONDAGOSTINOLAURE::(Updated:10/10/202312:22)
47;2023-11-21:;12:00:00;15:00:00;Init-Rés1;TP5;B8;::1ATP5:FREITASANTONIO::(Updated:13/11/202317:36)
48;2023-10-05:;13:30:00;15:30:00;Prog1;TP3;B1bis;::1ATP3:ZAYENEMARIEM::(Updated:03/10/202311:32)
49;2023-09-29:;11:30:00;13:30:00;SAE12;TP2;C1bis;::1ATP2:ZAYENEMARIEM::(Updated:25/09/202313:25)
50;2024-01-08:;09:00:00;11:00:00;SAE15;TDA-PT;C7,B3;::1ATDA::(Updated:18/12/202310:33)
51;2023-10-11:;08:00:00;10:00:00;Math-Signal1;TDB;A6;::1ATDB:COURSIMAULTDAVID::(Updated:25/09/202316:26)
52;2024-02-01:;14:30:00;16:30:00;Anglais2;TP2;B2;::1ATP2:BEIGNONDAGOSTINOLAURE::(Updated:08/01/202418:32)
53;2023-10-03:;11:30:00;13:30:00;Math-Signal1;TDB;A5bis;::1ATDB:COURSIMAULTDAVID::(Updated:25/09/202313:08)
54;2023-12-21:;07:00:00;09:00:00;Math-Trans1;TDA;A5;::1ATDA:COURSIMAULTDAVID::(Updated:09/11/202317:06)
55;2023-10-10:;08:00:00;10:00:00;Elec1;TDC;A8;::1ATDC:CAPALLERAFLORENCE::(Updated:28/09/202311:52)
56;2024-01-18:;09:00:00;11:00:00;Math-Trans1;TDA;B3;::1ATDA:COURSIMAULTDAVID::(Updated:19/12/202312:34)
57;2023-12-01:;12:30:00;14:30:00;Archi-Rés1;TDB;B3;::1ATDB:FREITASANTONIO::(Updated:27/11/202315:18)
58;2023-09-26:;13:30:00;15:30:00;Prog1;TP5;C5;::1ATP5:SIGURETARNAUD::(Updated:26/09/202312:48)
59;2024-01-30:;14:30:00;16:30:00;Prog2;TDA;B3;::1ATDA:ZAYENEMARIEM::(Updated:09/01/202410:28)
60;2023-12-13:;07:00:00;09:00:00;Math-Trans1;TDC;A8;::1ATDC:MATARHOUSSEIN::(Updated:09/11/202316:27)
61;2023-10-03:;06:00:00;08:00:00;Init-Rés1;TDB;B3;::1ATDB:HERNANDEZSEBASTIEN::(Updated:25/09/202317:19)
62;2024-01-15:;12:30:00;14:30:00;Anglais1;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:27/11/202315:26)
63;2023-11-16:;12:30:00;14:30:00;Web1;TDA;B3;::1ATDA:ZAYENEMARIEM::(Updated:16/10/202319:02)
64;2023-11-20:;09:00:00;11:00:00;SAE15;TDA;B3;::1ATDA:JACQUETFREDERIQUE::(Updated:09/11/202310:22)
65;2024-01-23:;08:00:00;11:00:00;SAE13;TP5;C1;::1ATP5:CAPALLERAFLORENCE::(Updated:27/11/202315:49)
66;2023-10-10:;08:00:00;10:00:00;Prog1;TP1;B6;::1ATP1:SIGURETARNAUD::(Updated:03/10/202317:54)
67;2024-01-22:;08:00:00;11:00:00;RLAN1;TP4;C1bis;::1ATP4:CHEBBISAMAR::(Updated:27/11/202315:00)
68;2023-12-05:;15:00:00;18:00:00;Archi-Rés1;TP4;C1bis;::1ATP4:FREITASANTONIO::(Updated:09/11/202312:50)
69;2023-11-29:;07:00:00;09:00:00;Com1;TP5;B7;::1ATP5:GIRAUDNADINE::(Updated:13/11/202312:05)
70;2023-10-24:;06:00:00;08:00:00;Com1;TDC;B7;::1ATDC:GIRAUDNADINE::(Updated:10/10/202318:12)
71;2023-09-14:;13:30:00;15:30:00;PPP1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:30/08/202311:50)
72;2023-11-27:;14:30:00;16:30:00;Anglais1;TP4;LabomultimédiaA105;::1ATP4:GORDONNATHALIE::(Updated:13/11/202313:03)
73;2023-12-01:;12:00:00;14:00:00;Syst1;TP5;C5;::1ATP5:JACQUETFREDERIQUE::(Updated:30/11/202315:30)
74;2023-10-25:;06:30:00;07:30:00;Archi-Rés1;Cours;A5-A5bis;::1A:FREITASANTONIO::(Updated:10/10/202313:23)
75;2023-10-02:;08:00:00;10:00:00;Syst1;TDA;B3;::1ATDA:JACQUETFREDERIQUE::(Updated:25/09/202317:01)
76;2023-12-14:;14:30:00;16:30:00;Prog1;TP2;B3;::1ATP2:ZAYENEMARIEM::(Updated:06/12/202309:48)
77;2023-12-06:;09:00:00;11:00:00;SAE14;TDA;B3;::1ATDA:HABACHIOUSSAMA::(Updated:09/11/202312:44)
78;2023-12-13:;12:30:00;14:30:00;Com1;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:04/12/202314:36)
79;2023-09-14:;14:00:00;16:00:00;Syst1;TDC;C5;::1ATDC:JACQUETFREDERIQUE::(Updated:11/09/202316:08)
80;2023-12-01:;07:00:00;09:00:00;SAE14;TP5;B7;::1ATP5:BEIGNONDAGOSTINOLAURE::(Updated:27/11/202310:57)
81;2023-09-12:;13:30:00;15:30:00;Anglais1;TDC;B2,LabomultimédiaA109;::1ATDC:BEIGNONDAGOSTINOLAURE::(Updated:15/09/202300:53)
82;2023-10-06:;08:00:00;10:00:00;Elec1;TDA;A6;::1ATDA:CAPALLERAFLORENCE::(Updated:06/10/202311:20)
83;2023-09-27:;08:00:00;10:00:00;Archi-Sys1;TDA;A5bis;::1ATDA:JACQUETJEAN-PAUL::(Updated:26/09/202313:24)
84;2023-11-17:;12:30:00;14:30:00;SAE13;TDA;B3;::1ATDA:COURSIMAULTDAVID::(Updated:24/10/202313:48)
85;2024-02-01:;14:30:00;16:30:00;Internet2;TDB;A5bis;::1ATDB:HERNANDEZSEBASTIEN::(Updated:09/01/202410:18)
86;2023-11-21:;07:00:00;09:00:00;SAE12;TDC;C5;::1ATDC:HERNANDEZSEBASTIEN::(Updated:17/11/202309:49)
87;2023-10-24:;11:30:00;12:30:00;SAE11;TP4;B8;::1ATP4:JACQUETFREDERIQUE::(Updated:10/10/202313:34)
88;2023-10-04:;06:00:00;08:00:00;SAE12;TP3;C7;::1ATP3:FREITASANTONIO::(Updated:03/10/202311:00)
89;2023-11-14:;14:30:00;16:30:00;Anglais1;TP2;B2;::1ATP2:BEIGNONDAGOSTINOLAURE::(Updated:16/10/202319:13)
90;2023-10-19:;11:30:00;13:30:00;Prog1;TP2;B3;::1ATP2:ZAYENEMARIEM::(Updated:28/09/202311:08)
91;2023-11-29:;15:30:00;18:30:00;Init-Rés1;TP1;C1bis;::1ATP1:BROSLAURENT::(Updated:19/10/202316:51)
92;2023-10-05:;08:00:00;10:00:00;Syst1;TP2;C5;::1ATP2:JACQUETFREDERIQUE::(Updated:25/08/202312:32)
93;2023-12-19:;09:00:00;11:00:00;RLAN1;TDC;B3;::1ATDC:HERNANDEZSEBASTIEN::(Updated:05/12/202311:42)
94;2023-09-28:;06:00:00;08:00:00;Com1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:24/08/202319:29)
95;2024-02-02:;07:00:00;09:00:00;Anglais2;TP4;B2;::1ATP4:BEIGNONDAGOSTINOLAURE::(Updated:08/01/202418:31)
96;2024-01-09:;12:00:00;15:00:00;RLAN1;TP2;C7;::1ATP2:FREITASANTONIO::(Updated:27/11/202315:28)
97;2023-10-05:;08:00:00;10:00:00;Com1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:07/07/202313:39)
98;2023-12-19:;12:30:00;14:30:00;Prog1;TP3;B3;::1ATP3:ZAYENEMARIEM::(Updated:06/12/202309:27)
99;2023-10-17:;08:00:00;10:00:00;Syst1;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:28/09/202311:09)
100;2023-09-26:;11:30:00;13:30:00;Prog1;TDA;B3;::1ATDA:SIGURETARNAUD::(Updated:07/07/202313:33)
101;2024-01-15:;14:30:00;16:30:00;SAE15;TDC;B3;::1ATDC:HABACHIOUSSAMA::(Updated:20/12/202310:00)
102;2023-10-13:;08:00:00;10:00:00;SAE13;TDA-PT;B6,B8;::1ATDA::(Updated:06/10/202311:21)
103;2023-12-20:;09:00:00;11:00:00;SAE14;TDB-PT;B3,C7;::1ATDB::(Updated:09/11/202317:15)
104;2023-10-18:;08:00:00;10:00:00;Archi-Sys1;TDA;A5bis;::1ATDA:JACQUETJEAN-PAUL::(Updated:05/10/202318:42)
105;2023-11-07:;14:30:00;17:30:00;Elec1;TP5;B1bis;::1ATP5:CAPALLERAFLORENCE::(Updated:25/10/202311:43)
106;2023-09-14:;11:30:00;13:30:00;PPP1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:08/09/202311:48)
107;2023-11-17:;07:00:00;09:00:00;Syst1;TP5;C5;::1ATP5:JACQUETFREDERIQUE::(Updated:24/10/202313:48)
108;2024-01-09:;09:00:00;11:00:00;RLAN1;TDB;B8;::1ATDB:FREITASANTONIO::(Updated:27/11/202315:03)
109;2023-10-18:;08:00:00;10:00:00;Web1;TDC;C5;::1ATDC:PERRIOTROMAIN::(Updated:28/09/202311:27)
110;2023-11-28:;12:00:00;15:00:00;Telecom1;TP1;C1;::1ATP1:CAPALLERAFLORENCE::(Updated:15/11/202319:57)
111;2023-09-28:;08:00:00;10:00:00;Com1;TDC;B7;::1ATDC:GIRAUDNADINE::(Updated:11/09/202317:17)
112;2023-10-06:;06:00:00;08:00:00;SAE12;TP5;B8;::1ATP5:HERNANDEZSEBASTIEN::(Updated:25/09/202316:59)
113;2024-01-30:;10:00:00;11:00:00;Télécoms2;Cours;A5-A5bis;::1A:CAPALLERAFLORENCE::(Updated:08/01/202417:51)
114;2023-12-20:;14:30:00;16:30:00;SAE14;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:19/12/202311:22)
115;2023-10-03:;08:00:00;10:00:00;Syst1;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:25/09/202317:19)
116;2023-10-11:;08:00:00;10:00:00;Archi-Sys1;TDA;A5bis;::1ATDA:JACQUETJEAN-PAUL::(Updated:07/07/202313:05)
117;2023-10-16:;13:30:00;15:30:00;Prog1;TP5;C5;::1ATP5:SIGURETARNAUD::(Updated:05/10/202318:45)
118;2023-09-12:;13:30:00;15:30:00;Syst1;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:10/07/202313:02)
119;2023-09-15:;11:30:00;13:30:00;Math-Signal1;TDA;A5bis;::1ATDA:MATARHOUSSEIN::(Updated:25/09/202311:14)
120;2023-11-23:;09:00:00;11:00:00;Anglais1;TP4;B2;::1ATP4:BEIGNONDAGOSTINOLAURE::(Updated:31/10/202319:13)
121;2024-01-10:;09:00:00;11:00:00;Math-Trans1;TDA;A5;::1ATDA:COURSIMAULTDAVID::(Updated:27/11/202315:56)
122;2023-12-22:;09:00:00;11:00:00;RLAN1;TDB;B8;::1ATDB:FREITASANTONIO::(Updated:09/11/202317:08)
123;2023-09-21:;06:00:00;08:00:00;Init-Rés1;TDA;B8;::1ATDA:FREITASANTONIO::(Updated:25/09/202312:18)
124;2023-11-15:;07:00:00;09:00:00;SAE15;TDC;C5;::1ATDC:JACQUETFREDERIQUE::(Updated:12/11/202317:58)
125;2023-12-01:;08:00:00;11:00:00;Telecom1;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:20/11/202310:14)
126;2023-10-04:;12:00:00;14:00:00;Init-Rés1;TDA;B3;::1ATDA:FREITASANTONIO::(Updated:25/09/202313:01)
127;2023-12-18:;14:30:00;16:30:00;Anglais1;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:09/11/202316:59)
128;2023-12-19:;09:00:00;11:00:00;SAE14;TP2;B7;::1ATP2:GIRAUDNADINE::(Updated:09/11/202317:21)
129;2024-01-15:;07:00:00;09:00:00;SAE15;TP1;C5;::1ATP1:HABACHIOUSSAMA::(Updated:08/01/202417:23)
130;2023-11-27:;08:00:00;11:00:00;Telecom1;TP2;C1;::1ATP2:CAPALLERAFLORENCE::(Updated:09/11/202311:32)
131;2024-01-16:;12:30:00;14:30:00;PPP1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:27/11/202315:58)
132;2023-10-06:;11:00:00;14:00:00;Init-Rés1;TP2;B8;::1ATP2:HERNANDEZSEBASTIEN::(Updated:28/09/202313:57)
133;2024-01-18:;14:30:00;16:30:00;SAE15;TP5;B3;::1ATP5:HAYEKFREDERIC::(Updated:18/12/202310:36)
134;2024-01-11:;09:00:00;11:00:00;Prog1;TP5;C5;::1ATP5:SIGURETARNAUD::(Updated:11/01/202410:04)
135;2024-01-19:;12:30:00;14:30:00;Math-Trans1;TDB;B3;::1ATDB:BENGANAFAYCAL::(Updated:19/12/202312:30)
136;2023-10-04:;06:00:00;08:00:00;Archi-Sys1;TDC;A5bis;::1ATDC:JACQUETJEAN-PAUL::(Updated:25/09/202313:26)
137;2024-01-23:;07:00:00;09:00:00;SAE15;TDA-PT;B4,C5;::1ATDA::(Updated:27/11/202316:23)
138;2023-10-24:;06:00:00;08:00:00;Syst1;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:10/10/202313:17)
139;2023-11-15:;15:00:00;18:00:00;Init-Rés1;TP3;B8;::1ATP3:DELOSHUGO::(Updated:20/11/202310:24)
140;2023-09-22:;06:00:00;08:00:00;Math-Signal1;TDC;A5;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
141;2023-11-27:;09:00:00;11:00:00;Math-Trans1;TDC;A8;::1ATDC:BOUAYEDAYMENE::(Updated:09/11/202312:33)
142;2023-10-03:;06:00:00;08:00:00;SAE11;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:26/09/202312:44)
143;2023-12-11:;14:30:00;16:30:00;SAE14;TDA-PT;B4,B3;::1ATDA::(Updated:17/11/202316:29)
144;2023-12-07:;07:00:00;09:00:00;Com1;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:09/11/202313:00)
145;2023-10-17:;06:00:00;08:00:00;Math-Signal1;TDC;A6;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
146;2023-12-08:;08:00:00;11:00:00;Archi-Sys1;TP1;C5;::1ATP1:PERRIOTROMAIN::(Updated:09/11/202312:47)
147;2024-01-29:;14:30:00;16:30:00;Math-Num2;TDB;A5bis;::1ATDB:COURSIMAULTDAVID::(Updated:09/01/202410:22)
148;2023-11-22:;07:00:00;09:00:00;SAE15;TP4;B3;::1ATP4:WEZLMICHAEL::(Updated:27/11/202316:15)
149;2023-11-28:;15:00:00;17:00:00;Prog1;TP1;C5;::1ATP1:SIGURETARNAUD::(Updated:28/11/202317:07)
150;2024-01-29:;14:30:00;16:30:00;Anglais2;TP1;B2;::1ATP1:BEIGNONDAGOSTINOLAURE::(Updated:09/01/202410:28)
151;2023-09-25:;13:30:00;15:30:00;Init-Rés1;TDB;B3;::1ATDB:HERNANDEZSEBASTIEN::(Updated:25/09/202312:19)
152;2023-10-06:;08:00:00;10:00:00;Math-Signal1;TDC;A8;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
153;2023-12-08:;12:00:00;15:00:00;Telecom1;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:28/11/202318:47)
154;2023-10-05:;11:30:00;13:30:00;Anglais1;TDB;LabomultimédiaA109;::1ATDB:BEIGNONDAGOSTINOLAURE::(Updated:17/07/202317:40)
155;2023-09-14:;08:00:00;10:00:00;Math-Signal1;TDC;A8;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
156;2023-09-15:;07:00:00;08:00:00;SAE12;Cours;A5-A5bis;::1A:HERNANDEZSEBASTIEN::(Updated:08/09/202313:01)
157;2024-02-01:;12:30:00;14:30:00;Prog2;TDB;B3;::1ATDB:HABACHIOUSSAMA::(Updated:09/01/202410:00)
158;2023-11-07:;12:30:00;14:30:00;Prog1;TP1;C5;::1ATP1:SIGURETARNAUD::(Updated:29/10/202318:08)
159;2023-10-11:;06:00:00;08:00:00;Archi-Sys1;TDB;A5bis;::1ATDB:JACQUETJEAN-PAUL::(Updated:01/10/202322:56)
160;2023-10-09:;07:00:00;08:00:00;Math-Signal1;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:25/09/202316:25)
161;2023-10-17:;09:00:00;10:00:00;SAE11;TP5;B7;::1ATP5:GIRAUDNADINE::(Updated:17/10/202310:35)
162;2023-12-04:;12:30:00;14:30:00;Com1;TP5;B7;::1ATP5:GIRAUDNADINE::(Updated:09/11/202313:00)
163;2023-09-29:;06:00:00;09:00:00;Init-Rés1;TP3;B8;::1ATP3:DELOSHUGO::(Updated:20/11/202310:24)
164;2023-10-26:;11:30:00;14:30:00;Elec1;TP3;B1bis;::1ATP3:CAPALLERAFLORENCE::(Updated:20/10/202317:03)
165;2023-12-12:;12:30:00;14:30:00;Anglais1;TP5;LabomultimédiaA105;::1ATP5:GORDONNATHALIE::(Updated:13/12/202311:14)
166;2024-01-31:;09:00:00;11:00:00;Com2;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:09/01/202410:23)
167;2023-11-15:;07:00:00;09:00:00;Prog1;TP2;B8;::1ATP2:ZAYENEMARIEM::(Updated:24/10/202313:48)
168;2023-11-28:;15:00:00;18:00:00;Archi-Rés1;TP3;C7;::1ATP3:DELOSHUGO::(Updated:09/11/202311:30)
169;2023-10-19:;13:30:00;15:30:00;Anglais1;TP4;B2;::1ATP4:BEIGNONDAGOSTINOLAURE::(Updated:28/09/202311:26)
170;2023-12-06:;07:00:00;09:00:00;SAE14;TDC;B3;::1ATDC:HABACHIOUSSAMA::(Updated:09/11/202312:45)
171;2023-10-06:;07:00:00;10:00:00;Init-Rés1;TP4;C7;::1ATP4:FREITASANTONIO::(Updated:25/08/202313:11)
172;2023-11-10:;07:00:00;10:00:00;Init-Rés1;TP3;C1bis;::1ATP3:DELOSHUGO::(Updated:20/11/202310:24)
173;2023-12-01:;13:00:00;15:00:00;Gest_projet;TDA;B7;::1ATDA:MAYETKARINE::(Updated:20/11/202310:14)
174;2024-02-02:;13:30:00;14:30:00;Numérisation2;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:08/01/202418:19)
175;2023-10-19:;13:30:00;15:30:00;Web1;TDA;B3;::1ATDA:ZAYENEMARIEM::(Updated:05/10/202317:41)
176;2023-09-21:;08:00:00;10:00:00;SAE11;TDA;B3;::1ATDA:JACQUETFREDERIQUE::(Updated:15/09/202317:30)
177;2023-10-03:;13:30:00;15:30:00;Anglais1;TDA;LabomultimédiaA105;::1ATDA:BEIGNONDAGOSTINOLAURE::(Updated:18/09/202312:58)
178;2023-10-26:;11:30:00;13:30:00;SAE12;TDC-PT;C5,B3;::1ATDC::(Updated:10/10/202318:18)
179;2023-11-24:;09:00:00;11:00:00;SAE15;TDC-PT;A5bis,A5;::1ATDC::(Updated:20/11/202310:05)
