id;Date;HStart;HEnd;Summary;TD;Location;Description
180;2023-11-09:;12:00:00;15:00:00;Elec1;TP3;B1bis;::1ATP3:CAPALLERAFLORENCE::(Updated:07/11/202317:40)
181;2023-10-05:;08:00:00;10:00:00;Syst1;TP1;B3;::1ATP1:WEZLMICHAEL::(Updated:25/08/202312:32)
182;2024-01-09:;12:30:00;14:30:00;Anglais1;TP1;B2;::1ATP1:BEIGNONDAGOSTINOLAURE::(Updated:27/11/202315:25)
183;2023-10-11:;13:30:00;16:30:00;Init-Rés1;TP2;B8;::1ATP2:HERNANDEZSEBASTIEN::(Updated:25/09/202317:04)
184;2023-11-08:;07:00:00;09:00:00;Com1;TP2;B7;::1ATP2:GIRAUDNADINE::(Updated:13/10/202311:31)
185;2023-11-09:;12:30:00;14:30:00;Web1;TDC;C5;::1ATDC:PERRIOTROMAIN::(Updated:29/10/202318:01)
186;2023-09-25:;08:00:00;10:00:00;Init-Rés1;TDC;B8;::1ATDC:FREITASANTONIO::(Updated:25/09/202312:19)
187;2023-10-27:;13:30:00;14:30:00;SAE11;TP1;B8;::1ATP1:JACQUETFREDERIQUE::(Updated:10/10/202313:12)
188;2023-11-17:;12:00:00;15:00:00;Elec1;TP5;C1;::1ATP5:CAPALLERAFLORENCE::(Updated:15/11/202316:03)
189;2023-10-02:;11:30:00;13:30:00;Com1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:25/09/202313:26)
190;2024-02-01:;12:30:00;14:30:00;Télécoms2;TDA;A5bis;::1ATDA:CAPALLERAFLORENCE::(Updated:09/01/202410:25)
191;2023-09-26:;06:00:00;08:00:00;Com1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:18/09/202313:52)
192;2023-12-08:;12:30:00;14:30:00;SAE14;TDA-PT;B6,B4;::1ATDA::(Updated:28/11/202318:47)
193;2023-11-13:;10:00:00;11:00:00;Math-Trans1;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:16/10/202318:36)
194;2023-09-19:;13:30:00;15:30:00;Anglais1;TDA;LabomultimédiaA105;::1ATDA:BEIGNONDAGOSTINOLAURE::(Updated:18/09/202312:58)
195;2024-01-18:;14:30:00;16:30:00;SAE15;TDB-PT;C5,B6;::1ATDB::(Updated:18/12/202310:36)
196;2023-09-19:;07:00:00;08:00:00;Elec1;Cours;A5-A5bis;::1A:CAPALLERAFLORENCE::(Updated:07/07/202311:37)
197;2024-01-12:;08:00:00;11:00:00;RLAN1;TP4;C1bis;::1ATP4:CHEBBISAMAR::(Updated:27/11/202314:57)
198;2023-10-16:;11:30:00;12:30:00;SAE11;TP4;B7;::1ATP4:GIRAUDNADINE::(Updated:05/10/202318:47)
199;2023-10-26:;08:00:00;10:00:00;Prog1;TP4;B6;::1ATP4:PERRIOTROMAIN::(Updated:10/10/202318:35)
200;2024-01-16:;09:00:00;11:00:00;PPP1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:27/11/202315:58)
201;2023-11-20:;14:30:00;16:30:00;Anglais1;TP2;B2;::1ATP2:BEIGNONDAGOSTINOLAURE::(Updated:31/10/202319:07)
202;2023-11-27:;12:30:00;14:30:00;Archi-Rés1;TDA;B3;::1ATDA:HERNANDEZSEBASTIEN::(Updated:14/11/202309:58)
203;2023-09-29:;11:30:00;13:30:00;SAE12;TP1;B8;::1ATP1:HERNANDEZSEBASTIEN::(Updated:25/09/202313:24)
204;2023-11-07:;14:30:00;16:30:00;Math-Signal1;TDA;A6;::1ATDA:MATARHOUSSEIN::(Updated:29/10/202318:04)
205;2023-10-25:;11:30:00;14:30:00;Init-Rés1;TP5;C7;::1ATP5:FREITASANTONIO::(Updated:10/10/202318:42)
206;2023-11-27:;15:00:00;18:00:00;Init-Rés1;TP3;C1bis;::1ATP3:DELOSHUGO::(Updated:14/11/202310:30)
207;2023-12-13:;07:00:00;09:00:00;Com1;TP1;B7;::1ATP1:GIRAUDNADINE::(Updated:08/12/202312:42)
208;2023-10-27:;08:00:00;10:00:00;Web1;TDA;B3;::1ATDA:ZAYENEMARIEM::(Updated:10/10/202313:16)
209;2024-01-16:;12:30:00;14:30:00;SAE15;TDA;B3;::1ATDA:HABACHIOUSSAMA::(Updated:19/12/202312:35)
210;2023-12-20:;15:00:00;18:00:00;Elec1;TP3;C1;::1ATP3:CAPALLERAFLORENCE::(Updated:04/12/202310:30)
211;2023-09-22:;11:30:00;13:30:00;Math-Signal1;TDB;A5;::1ATDB:COURSIMAULTDAVID::(Updated:11/09/202315:41)
212;2023-12-14:;09:00:00;11:00:00;Prog1;TP4;B3;::1ATP4:PERRIOTROMAIN::(Updated:01/12/202310:00)
213;2023-11-06:;14:30:00;16:30:00;Com1;TP5;B7;::1ATP5:GIRAUDNADINE::(Updated:29/10/202318:04)
214;2023-11-06:;12:30:00;14:30:00;Elec1;TDB;A5bis;::1ATDB:CAPALLERAFLORENCE::(Updated:13/10/202311:32)
215;2023-11-29:;09:00:00;11:00:00;Prog1;TP2;B8;::1ATP2:ZAYENEMARIEM::(Updated:20/11/202310:42)
216;2023-12-06:;15:30:00;18:30:00;Archi-Rés1;TP1;B8;::1ATP1:BROSLAURENT::(Updated:09/11/202311:19)
217;2023-10-17:;11:30:00;12:30:00;SAE11;TP1;B7;::1ATP1:GIRAUDNADINE::(Updated:28/09/202311:31)
218;2023-10-23:;13:30:00;15:30:00;SAE13;TDA;B3;::1ATDA:COURSIMAULTDAVID::(Updated:10/10/202313:49)
219;2023-10-17:;13:30:00;15:30:00;Anglais1;TP1;LabomultimédiaA109;::1ATP1:GORDONNATHALIE::(Updated:06/10/202318:42)
220;2024-01-23:;09:00:00;11:00:00;PPP1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:27/11/202315:29)
221;2023-12-13:;14:30:00;16:30:00;Gest_projet;TDC;A5bis;::1ATDC:MAYETKARINE::(Updated:05/12/202316:12)
222;2023-12-11:;12:30:00;14:30:00;Math-Trans1;TDA;A6;::1ATDA:COURSIMAULTDAVID::(Updated:09/11/202316:27)
223;2024-01-19:;13:00:00;15:00:00;PPP1;TDC;B7;::1ATDC:MAYETKARINE::(Updated:21/12/202311:22)
224;2024-01-24:;07:00:00;09:00:00;Web1;TDB;C.106InformatiqueTD;::1ATDB:PERRIOTROMAIN::(Updated:02/12/202316:48)
225;2023-11-20:;14:30:00;16:30:00;Prog1;TP1;B3;::1ATP1:SIGURETARNAUD::(Updated:14/11/202310:28)
226;2023-11-16:;09:00:00;11:00:00;Prog1;TP3;B1bis;::1ATP3:ZAYENEMARIEM::(Updated:16/10/202318:44)
227;2024-01-15:;12:30:00;14:30:00;SAE14;TP5;B7;::1ATP5:GIRAUDNADINE::(Updated:20/12/202309:59)
228;2023-11-22:;12:00:00;15:00:00;Archi-Sys1;TP2;C5;::1ATP2:PERRIOTROMAIN::(Updated:15/11/202312:30)
229;2023-12-14:;14:30:00;16:30:00;Com1;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:06/12/202309:32)
230;2024-02-01:;09:00:00;11:00:00;Télécoms2;TDB;A5bis;::1ATDB:CAPALLERAFLORENCE::(Updated:09/01/202410:26)
231;2023-09-26:;13:30:00;15:30:00;Anglais1;TDA;LabomultimédiaA105;::1ATDA:BEIGNONDAGOSTINOLAURE::(Updated:18/09/202312:58)
232;2023-12-20:;07:00:00;09:00:00;Anglais1;TP4;LabomultimédiaA109;::1ATP4:GORDONNATHALIE::(Updated:20/12/202311:38)
233;2024-02-02:;10:00:00;11:00:00;Admin_Sys2;Cours;A5-A5bis;::1A:HERNANDEZSEBASTIEN::(Updated:08/01/202418:15)
234;2023-10-09:;11:30:00;13:30:00;Prog1;TP3;B6;::1ATP3:ZAYENEMARIEM::(Updated:03/10/202317:50)
235;2024-01-12:;07:00:00;09:00:00;Anglais1;TP3;B2;::1ATP3:BEIGNONDAGOSTINOLAURE::(Updated:11/12/202309:41)
236;2023-11-20:;15:00:00;18:00:00;Init-Rés1;TP4;C1bis;::1ATP4:FREITASANTONIO::(Updated:14/11/202310:29)
237;2023-11-24:;07:00:00;09:00:00;SAE15;TP5;C5;::1ATP5:JACQUETFREDERIQUE::(Updated:27/11/202316:15)
238;2023-12-18:;08:00:00;11:00:00;SAE13;TP5;C1;::1ATP5:CAPALLERAFLORENCE::(Updated:09/11/202317:03)
239;2023-11-30:;14:30:00;16:30:00;Prog1;TP3;B1bis;::1ATP3:ZAYENEMARIEM::(Updated:09/11/202315:39)
240;2023-10-24:;11:30:00;13:30:00;Com1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:10/10/202313:24)
241;2023-12-11:;09:00:00;10:00:00;Math-Trans1;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:25/10/202311:49)
242;2023-12-19:;15:00:00;17:00:00;Anglais1;TP2;LabomultimédiaA105;::1ATP2:GORDONNATHALIE::(Updated:13/11/202313:03)
243;2023-11-30:;09:00:00;11:00:00;Com1;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:23/11/202310:34)
244;2023-11-23:;14:30:00;16:30:00;Anglais1;TP5;B2;::1ATP5:BEIGNONDAGOSTINOLAURE::(Updated:17/11/202309:51)
245;2023-12-13:;12:00:00;15:00:00;Telecom1;TP3;C1;::1ATP3:CAPALLERAFLORENCE::(Updated:20/11/202310:34)
246;2023-09-18:;11:30:00;13:30:00;Archi-Sys1;TDC;A5bis;::1ATDC:JACQUETJEAN-PAUL::(Updated:15/09/202318:34)
247;2024-01-18:;09:00:00;11:00:00;SAE15;TDC-PT;B6,A5;::1ATDC::(Updated:19/12/202312:34)
248;2024-01-09:;07:00:00;09:00:00;Prog1;TP2;C5;::1ATP2:ZAYENEMARIEM::(Updated:27/11/202315:02)
249;2023-10-23:;13:30:00;15:30:00;SAE13;TDB;B8;::1ATDB:CAPALLERAFLORENCE::(Updated:13/11/202316:54)
250;2023-09-27:;11:30:00;13:30:00;SAE12;TP5;C1bis;::1ATP5:HERNANDEZSEBASTIEN::(Updated:25/09/202312:21)
251;2023-12-20:;07:00:00;09:00:00;SAE14;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:09/11/202317:09)
252;2023-10-19:;11:30:00;13:30:00;Math-Signal1;TDB;A8;::1ATDB:COURSIMAULTDAVID::(Updated:28/09/202311:28)
253;2024-01-11:;07:00:00;09:00:00;SAE15;TDC-PT;B8,C1bis;::1ATDC::(Updated:27/11/202316:19)
254;2023-11-08:;09:00:00;11:00:00;Prog1;TP4;B6;::1ATP4:PERRIOTROMAIN::(Updated:06/11/202316:35)
255;2023-11-13:;14:30:00;16:30:00;Com1;TP2;B7;::1ATP2:GIRAUDNADINE::(Updated:16/10/202319:13)
256;2023-09-27:;14:00:00;17:00:00;Init-Rés1;TP5;B8;::1ATP5:FREITASANTONIO::(Updated:18/09/202313:51)
257;2024-01-24:;12:30:00;14:30:00;RLAN1;Examen;SalleexamenMPC003;::1A:FREITASANTONIO::(Updated:27/11/202315:54)
258;2023-10-11:;06:00:00;08:00:00;SAE13;TDC-PT;C5,A5;::1ATDC::(Updated:28/09/202311:52)
259;2024-01-10:;07:00:00;09:00:00;RLAN1;TDC;C1bis;::1ATDC:HERNANDEZSEBASTIEN::(Updated:19/12/202315:39)
260;2023-10-16:;11:30:00;13:30:00;Prog1;TP3;C5;::1ATP3:ZAYENEMARIEM::(Updated:28/09/202311:08)
261;2023-10-11:;14:30:00;17:30:00;Init-Rés1;TP1;C7;::1ATP1:BROSLAURENT::(Updated:25/09/202316:38)
262;2023-12-21:;12:30:00;14:30:00;SAE15;TDC-PT;A5bis,A5;::1ATDC::(Updated:15/12/202310:47)
263;2024-01-29:;09:00:00;10:00:00;Math-Num2;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:08/01/202418:19)
264;2023-12-07:;12:30:00;14:30:00;RLAN1;TDC;C1bis;::1ATDC:HERNANDEZSEBASTIEN::(Updated:27/11/202315:22)
265;2023-11-20:;12:00:00;15:00:00;Elec1;TP4;C1;::1ATP4:CAPALLERAFLORENCE::(Updated:31/10/202318:43)
266;2024-01-08:;09:00:00;11:00:00;Math-Trans1;TDB;A8;::1ATDB:BENGANAFAYCAL::(Updated:25/10/202311:50)
267;2023-10-26:;12:30:00;13:30:00;SAE11;TP2;B8;::1ATP2:JACQUETFREDERIQUE::(Updated:10/10/202318:29)
268;2023-09-25:;11:30:00;13:30:00;Archi-Sys1;TDC;A5bis;::1ATDC:JACQUETJEAN-PAUL::(Updated:24/09/202318:34)
269;2023-10-17:;06:00:00;08:00:00;Init-Rés1;TDA;B8;::1ATDA:FREITASANTONIO::(Updated:05/10/202318:50)
270;2023-12-20:;12:30:00;14:30:00;SAE15;TDB-PT;B3,C1bis;::1ATDB::(Updated:19/12/202311:23)
271;2023-11-13:;14:30:00;16:30:00;Anglais1;TP1;LabomultimédiaA105;::1ATP1:GORDONNATHALIE::(Updated:21/10/202313:33)
272;2023-09-27:;06:00:00;08:00:00;Archi-Sys1;TDB;A5bis;::1ATDB:JACQUETJEAN-PAUL::(Updated:26/09/202313:23)
273;2024-01-11:;08:00:00;11:00:00;SAE13;TP1;C1;::1ATP1:CAPALLERAFLORENCE::(Updated:27/11/202315:48)
274;2023-11-14:;14:30:00;16:30:00;SAE12;TDB-PT;C7,B8;::1ATDB::(Updated:16/10/202319:12)
275;2023-11-23:;14:30:00;16:30:00;SAE15;TDA-PT;C7,B3;::1ATDA::(Updated:17/11/202309:49)
276;2023-12-05:;15:00:00;17:00:00;Anglais1;TP2;LabomultimédiaA105;::1ATP2:GORDONNATHALIE::(Updated:13/11/202313:03)
277;2023-11-14:;12:30:00;15:30:00;Init-Rés1;TP5;C1bis;::1ATP5:FREITASANTONIO::(Updated:16/10/202319:04)
278;2023-10-06:;06:00:00;08:00:00;Math-Signal1;TDA;A5bis;::1ATDA:MATARHOUSSEIN::(Updated:25/09/202311:14)
279;2023-10-24:;11:30:00;14:30:00;Elec1;TP5;B1bis;::1ATP5:CAPALLERAFLORENCE::(Updated:20/10/202317:02)
280;2023-11-28:;12:30:00;14:30:00;Gest_projet;TDB;A5bis;::1ATDB:MAYETKARINE::(Updated:20/11/202309:58)
281;2024-01-22:;15:00:00;18:00:00;RLAN1;TP1;B8;::1ATP1:CHEBBISAMAR::(Updated:27/11/202315:00)
282;2024-01-16:;07:00:00;09:00:00;SAE14;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:27/11/202315:59)
283;2023-09-22:;06:00:00;08:00:00;SAE11;TDB;B3;::1ATDB:JACQUETFREDERIQUE::(Updated:11/09/202310:33)
284;2023-10-24:;13:30:00;15:30:00;Anglais1;TP1;LabomultimédiaA105;::1ATP1:GORDONNATHALIE::(Updated:21/10/202313:33)
285;2023-10-17:;11:30:00;13:30:00;Elec1;TDB;A8;::1ATDB:CAPALLERAFLORENCE::(Updated:09/10/202313:55)
286;2023-10-16:;06:00:00;08:00:00;Math-Signal1;TDB;A5bis;::1ATDB:COURSIMAULTDAVID::(Updated:09/10/202313:56)
287;2023-10-03:;13:30:00;15:30:00;Com1;TDC;B7;::1ATDC:GIRAUDNADINE::(Updated:25/09/202313:52)
288;2023-12-13:;15:00:00;18:00:00;Elec1;TP2;C1;::1ATP2:CAPALLERAFLORENCE::(Updated:04/12/202310:30)
289;2023-09-18:;13:30:00;15:30:00;Math-Signal1;TDB;A5bis;::1ATDB:COURSIMAULTDAVID::(Updated:11/09/202315:41)
290;2023-09-25:;11:30:00;13:30:00;Init-Rés1;TDA;B3;::1ATDA:FREITASANTONIO::(Updated:25/09/202313:31)
291;2023-12-05:;07:00:00;09:00:00;Math-Trans1;TDA;A5;::1ATDA:COURSIMAULTDAVID::(Updated:29/11/202310:44)
292;2023-11-15:;15:30:00;18:30:00;Init-Rés1;TP1;C1bis;::1ATP1:BROSLAURENT::(Updated:28/09/202311:04)
293;2023-10-05:;13:30:00;15:30:00;Prog1;TP4;C5;::1ATP4:PERRIOTROMAIN::(Updated:03/10/202311:32)
294;2023-11-28:;15:00:00;18:00:00;Archi-Rés1;TP4;B8;::1ATP4:FREITASANTONIO::(Updated:09/11/202318:25)
295;2023-10-16:;11:30:00;13:30:00;Archi-Sys1;TDC;A8;::1ATDC:JACQUETJEAN-PAUL::(Updated:11/09/202317:10)
296;2023-10-10:;06:00:00;08:00:00;SAE11;TDC;B7;::1ATDC:GIRAUDNADINE::(Updated:03/10/202317:53)
297;2024-01-23:;12:00:00;15:00:00;SAE13;TP3;C1;::1ATP3:CAPALLERAFLORENCE::(Updated:27/11/202315:49)
298;2023-09-20:;06:00:00;08:00:00;Init-Rés1;TDB;B8;::1ATDB:HERNANDEZSEBASTIEN::(Updated:25/09/202312:19)
299;2023-10-12:;06:00:00;08:00:00;SAE12;TP3;B8;::1ATP3:FREITASANTONIO::(Updated:03/10/202311:00)
300;2023-09-19:;11:30:00;13:30:00;Init-Rés1;TDB;B8;::1ATDB:HERNANDEZSEBASTIEN::(Updated:25/09/202312:19)
301;2023-10-24:;13:30:00;14:30:00;SAE11;TP4;B8;::1ATP4:JACQUETFREDERIQUE::(Updated:10/10/202313:35)
302;2023-10-27:;07:00:00;10:00:00;Init-Rés1;TP4;C1bis;::1ATP4:FREITASANTONIO::(Updated:23/10/202318:04)
303;2023-12-08:;09:00:00;11:00:00;SAE13;TDB-PT;A5,B8;::1ATDB::(Updated:27/11/202312:48)
304;2023-09-25:;07:00:00;08:00:00;Elec1;Cours;A5-A5bis;::1A:CAPALLERAFLORENCE::(Updated:24/08/202319:23)
305;2023-10-05:;11:30:00;13:30:00;Prog1;TP2;B1bis;::1ATP2:ZAYENEMARIEM::(Updated:03/10/202311:34)
306;2023-11-30:;07:00:00;09:00:00;Syst1;TP4;B3;::1ATP4:WEZLMICHAEL::(Updated:09/11/202315:39)
307;2023-10-16:;13:30:00;15:30:00;Com1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:28/09/202311:26)
308;2023-12-21:;14:30:00;16:30:00;Anglais1;TP5;LabomultimédiaA105;::1ATP5:GORDONNATHALIE::(Updated:03/12/202313:21)
309;2024-01-22:;09:00:00;11:00:00;SAE15;TDC-PT;B8,A5;::1ATDC::(Updated:27/11/202316:23)
310;2023-10-06:;11:00:00;14:00:00;Init-Rés1;TP5;C7;::1ATP5:FREITASANTONIO::(Updated:28/09/202313:57)
311;2023-11-17:;09:00:00;11:00:00;Syst1;TP2;C5;::1ATP2:JACQUETFREDERIQUE::(Updated:06/11/202318:30)
312;2023-12-15:;07:00:00;09:00:00;Math-Trans1;TDB;A5;::1ATDB:BENGANAFAYCAL::(Updated:05/12/202318:14)
313;2023-12-05:;14:30:00;16:30:00;Anglais1;TP1;B2;::1ATP1:BEIGNONDAGOSTINOLAURE::(Updated:09/11/202315:59)
314;2023-12-07:;07:00:00;09:00:00;SAE13;TDA-PT;B4,C5;::1ATDA::(Updated:09/11/202316:02)
315;2024-01-12:;13:00:00;15:00:00;PPP1;TDC;B7;::1ATDC:MAYETKARINE::(Updated:20/11/202310:49)
316;2023-10-17:;11:30:00;13:30:00;Anglais1;TP2;B2;::1ATP2:BEIGNONDAGOSTINOLAURE::(Updated:28/09/202311:31)
317;2023-12-15:;09:00:00;11:00:00;SAE12;TDC;C5;::1ATDC:HERNANDEZSEBASTIEN::(Updated:27/11/202312:49)
318;2023-10-10:;14:00:00;17:00:00;Init-Rés1;TP3;C7;::1ATP3:DELOSHUGO::(Updated:20/11/202310:24)
319;2023-12-11:;10:00:00;11:00:00;Math-Trans1;Cours;A5-A5bis;::1A:COURSIMAULTDAVID::(Updated:25/10/202311:49)
320;2023-10-03:;08:00:00;10:00:00;SAE12;TP2;C1bis;::1ATP2:ZAYENEMARIEM::(Updated:25/09/202317:19)
321;2023-09-19:;09:00:00;10:00:00;Init-Rés1;Cours;A5-A5bis;::1A:FREITASANTONIO::(Updated:11/07/202317:10)
322;2023-12-19:;12:30:00;14:30:00;Prog1;TP1;B6;::1ATP1:SIGURETARNAUD::(Updated:19/12/202309:57)
323;2023-12-11:;15:00:00;17:00:00;Anglais1;TP5;LabomultimédiaA105;::1ATP5:GORDONNATHALIE::(Updated:03/12/202313:21)
324;2023-12-20:;09:00:00;11:00:00;SAE15;TDC;C5;::1ATDC:HABACHIOUSSAMA::(Updated:15/12/202310:47)
325;2023-10-06:;11:30:00;13:30:00;SAE11;TDB-PT;B6,C1;::1ATDB::(Updated:25/08/202313:10)
326;2023-11-06:;09:00:00;11:00:00;Elec1;TDA;A8;::1ATDA:CAPALLERAFLORENCE::(Updated:25/10/202311:44)
327;2023-11-09:;09:00:00;11:00:00;Com1;TP3;B7;::1ATP3:GIRAUDNADINE::(Updated:07/11/202317:02)
328;2024-01-11:;15:00:00;18:00:00;Archi-Rés1;TP3;C7;::1ATP3:DELOSHUGO::(Updated:19/12/202311:51)
329;2023-09-15:;09:00:00;10:00:00;SAE11;Cours;A5-A5bis;::1A:JACQUETFREDERIQUE::(Updated:07/07/202312:01)
330;2023-11-20:;12:30:00;14:30:00;Archi-Rés1;TDC;B6;::1ATDC:FREITASANTONIO::(Updated:14/11/202310:29)
331;2023-11-30:;08:00:00;11:00:00;Archi-Rés1;TP5;B8;::1ATP5:FREITASANTONIO::(Updated:09/11/202311:26)
332;2023-09-18:;13:30:00;15:30:00;Init-Rés1;TDC;B8;::1ATDC:FREITASANTONIO::(Updated:25/09/202312:19)
333;2023-11-27:;08:00:00;11:00:00;Archi-Sys1;TP1;B6;::1ATP1:PERRIOTROMAIN::(Updated:09/11/202312:27)
334;2023-12-11:;12:00:00;15:00:00;Telecom1;TP5;C1;::1ATP5:CAPALLERAFLORENCE::(Updated:27/11/202315:20)
335;2023-11-27:;09:00:00;11:00:00;Math-Trans1;TDB;A5bis;::1ATDB:BENGANAFAYCAL::(Updated:25/10/202311:47)
336;2023-10-19:;06:00:00;08:00:00;Elec1;TDC;A5bis;::1ATDC:CAPALLERAFLORENCE::(Updated:05/10/202318:33)
337;2024-01-29:;07:00:00;08:00:00;Web2;Cours;A5-A5bis;::1A:HABACHIOUSSAMA::(Updated:09/01/202410:12)
338;2023-10-20:;06:00:00;08:00:00;Anglais1;TP5;B2;::1ATP5:BEIGNONDAGOSTINOLAURE::(Updated:05/10/202318:32)
339;2023-10-19:;06:00:00;08:00:00;Syst1;TP4;B3;::1ATP4:WEZLMICHAEL::(Updated:16/10/202317:39)
340;2024-01-09:;07:00:00;09:00:00;PPP1;TDB;B7;::1ATDB:GIRAUDNADINE::(Updated:27/11/202315:28)
341;2023-12-21:;09:00:00;11:00:00;PPP1;TDA;B7;::1ATDA:GIRAUDNADINE::(Updated:09/11/202317:06)
342;2023-11-24:;09:00:00;11:00:00;SAE12;TDB-PT;B4,C5;::1ATDB::(Updated:20/11/202310:05)
343;2023-10-13:;06:00:00;08:00:00;Math-Signal1;TDA;A8;::1ATDA:MATARHOUSSEIN::(Updated:03/10/202311:24)
344;2023-11-13:;08:00:00;09:00:00;Archi-Rés1;Cours;A5-A5bis;::1A:FREITASANTONIO::(Updated:10/10/202313:01)
345;2023-10-11:;13:30:00;15:30:00;Math-Signal1;TDC;A5;::1ATDC:BOUAYEDAYMENE::(Updated:10/10/202311:17)
346;2023-12-11:;12:30:00;14:30:00;SAE12;TDB;B8;::1ATDB:FREITASANTONIO::(Updated:09/11/202316:28)
347;2023-12-15:;09:00:00;11:00:00;SAE14;TDA-PT;B8,C7;::1ATDA::(Updated:09/11/202316:42)
348;2023-09-26:;06:00:00;08:00:00;Prog1;TDC;B1bis;::1ATDC:PERRIOTROMAIN::(Updated:18/09/202313:47)
349;2023-10-03:;13:30:00;15:30:00;Prog1;TDB;B3;::1ATDB:SIGURETARNAUD::(Updated:07/07/202313:33)
350;2023-10-23:;08:00:00;10:00:00;Syst1;TDC;C5;::1ATDC:JACQUETFREDERIQUE::(Updated:10/10/202318:31)
351;2023-12-04:;12:30:00;14:30:00;Prog1;TP3;B6;::1ATP3:ZAYENEMARIEM::(Updated:28/11/202318:26)
352;2024-01-15:;15:00:00;18:00:00;RLAN1;TP4;B8;::1ATP4:CHEBBISAMAR::(Updated:27/11/202315:28)
353;2023-11-07:;10:00:00;11:00:00;Archi-Rés1;Cours;A5-A5bis;::1A:FREITASANTONIO::(Updated:13/10/202311:13)
354;2023-12-06:;12:30:00;14:30:00;SAE14;TDC-PT;B4,B6;::1ATDC::(Updated:20/11/202310:44)
355;2023-12-21:;08:00:00;11:00:00;Archi-Rés1;TP5;B8;::1ATP5:FREITASANTONIO::(Updated:09/11/202316:47)
356;2023-12-07:;09:00:00;11:00:00;Prog1;TP2;B8;::1ATP2:ZAYENEMARIEM::(Updated:09/11/202312:58)
357;2023-10-12:;08:00:00;10:00:00;Init-Rés1;TDC;B8;::1ATDC:FREITASANTONIO::(Updated:03/10/202317:47)
358;2023-11-16:;09:00:00;11:00:00;Math-Trans1;TDA;A8;::1ATDA:COURSIMAULTDAVID::(Updated:31/10/202317:58)
